DATA;DIA DA SEMANA;CONSULTOR;ROTA;REGIONAL;CONSULTOR - ROTA;CLIENTE;FILIAL;CNPJ;CHECK IN ;CHECK OUT
30/04/2026;THURSDAY;LUIZ FALCAO DE SOUZA NETO;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - RECIFE/PE;08824171001119;13:30;18:00
13/04/2026;MONDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;00119 - FRIGELAR - AVENIDA PERNAMBUCO - 2285 - PORTO ALEGRE - RS;92660406000119;13:30;18:00
13/04/2026;MONDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;CLIMA RIO;02352 - CLIMA RIO - AVENIDA FRANCA - 606 - PORTO ALEGRE - RS;08824171002352;09:00;12:00
14/04/2026;MONDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;Avenida Mauro Ramos, 1099;92660406005420;09:00;12:00
14/04/2026;TUESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;CLIMA RIO;Rod. Governador Mário Covas, 1700;08824171003910;13:30;15:00
14/04/2026;TUESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;Rua Arnoldo Silveira De Souza, 296;92660406003304;15:30;18:00
15/04/2026;WEDNESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;S01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS;92660406001271;13:00;18:00
15/04/2026;WEDNESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;07202 - FRIGELAR - AVENIDA INCONFIDENCIA - 31 - CANOAS - RS;92660406007202;09:00;12:00
16/04/2026;THURSDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;CLIMA RIO;02352 - CLIMA RIO - AVENIDA FRANCA - 606 - PORTO ALEGRE - RS;08824171002352;13:00;18:00
16/04/2026;THURSDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;07717 - FRIGELAR - RUA VINTE E CINCO DE JULHO - 536 - NOVO HAMBURGO - RS;92660406007717;09:00;12:00
17/04/2026;FRIDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;S01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS;92660406001271;13:00;18:00
17/04/2026;FRIDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;WEBCONTINENTAL;00127 - WEBCONTINENTAL - TRAVENIDAESSA VENEZUELA 210 NAVENIDAEGANTES - SN - PORTO ALEGRE - RS;08584116000127;09:00;12:00
20/04/2026;MONDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;00119 - FRIGELAR - AVENIDA PERNAMBUCO - 2285 - PORTO ALEGRE - RS;92660406000119;13:00;18:00
20/04/2026;MONDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;CLIMA RIO;02352 - CLIMA RIO - AVENIDA FRANCA - 606 - PORTO ALEGRE - RS;08824171002352;09:00;12:00
22/04/2026;WEDNESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;Rua Rockfeller, 826;92660406002910;09:00;12:00
22/04/2026;WEDNESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;Rua Rockfeller, 805 – Reboucas;92660406000380;13:30;18:00
22/04/2026;WEDNESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;MONVIZO;Rua Bartolomeu Lourenco De Gusmao, 4916;05102155000233;09:00;18:00
23/04/2026;THURSDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;MONVIZO;Avenida Dr Gastao Vidigal, 165;05102155000152;09:00;18:00
24/04/2026;FRIDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;MONVIZO;Avenida Tiradentes, 386;09685521000366;09:00;12:00
24/04/2026;FRIDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;Avenida Tiradentes, 1150;92660406006826;13:30;15:00
24/04/2026;FRIDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;CENTRAL AR;AVENIDA MADRE LEONIA MILITO, 598;61195550000106;15:30;18:00
27/04/2026;MONDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;00119 - FRIGELAR - AVENIDA PERNAMBUCO - 2285 - PORTO ALEGRE - RS;92660406000119;13:00;18:00
29/04/2026;WEDNESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;S01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS;92660406001271;13:00;18:00
29/04/2026;WEDNESDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;07202 - FRIGELAR - AVENIDA INCONFIDENCIA - 31 - CANOAS - RS;92660406007202;09:00;12:00
30/04/2026;THURSDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;WEBCONTINENTAL;00127 - WEBCONTINENTAL - TRAVENIDAESSA VENEZUELA 210 NAVENIDAEGANTES - SN - PORTO ALEGRE - RS;08584116000127;13:00;18:00
30/04/2026;THURSDAY;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;07717 - FRIGELAR - RUA VINTE E CINCO DE JULHO - 536 - NOVO HAMBURGO - RS;92660406007717;09:00;12:00
13/04/2026;MONDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - GUARULHOS /SP;92660406004610;09:00;12:00
13/04/2026;MONDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - OSASCO/SP;92660406005005;13:30;18:00
14/04/2026;TUESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - GLETE 771 - ALAMEDA GLETE SAO PAULO/SP;92660406000461;09:00;12:00
14/04/2026;TUESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - GLETE 798 - ALAMEDA GLETE SAO PAULO/SP;92660406001867;13:00;18:00
15/04/2026;WEDNESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;CLIMA RIO;CLIMA RIO - PRAIA GRANDE/SP;23440322000157;10:00;12:00
15/04/2026;WEDNESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;CENTRAL AR;CENTRAL AR - SANTOS;30779576000160;13:00;17:00
16/04/2026;THURSDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;CLIMA RIO;CLIMA RIO - VILA GUILHERME SAO PAULO/SP;08824171000813;09:00;12:00
16/04/2026;THURSDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - SAO PAULO/SP;92660406006664;13:30;17:00
17/04/2026;FRIDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - ALAMEDA 908 SAO PAULO/SP;92660406002324;09:00;12:00
17/04/2026;FRIDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - SAO BERNARDO DO CAMPO/SP;92660406006079;13:30;18:00
20/04/2026;MONDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - CAMPINAS/SP;92660406004297;09:00;12:00
20/04/2026;MONDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;CLIMA RIO;CLIMA RIO - CAMPINAS/SP;08824171003839;13:00;16:30
22/04/2026;WEDNESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - SAO BERNARDO DO CAMPO/SP;92660406006079;08:00;18:00
23/04/2026;THURSDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;CLIMA RIO;CLIMA RIO - VILA GUILHERME SAO PAULO/SP;08824171000813;09:00;12:00
23/04/2026;THURSDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - GLETE 771 - ALAMEDA GLETE SAO PAULO/SP;92660406000461;09:00;12:00
23/04/2026;THURSDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - SAO PAULO/SP;92660406006664;13:30;17:00
24/04/2026;FRIDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - GLETE 798 - ALAMEDA GLETE SAO PAULO/SP;92660406001867;13:00;18:00
27/04/2026;MONDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - GUARULHOS /SP;92660406004610;09:00;12:00
27/04/2026;MONDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - OSASCO/SP;92660406005005;13:30;18:00
28/04/2026;TUESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - PIRACICABA/SP;92660406004530;13:00;16:00
28/04/2026;TUESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;CENTRAL AR;CENTRAL AR - ITU/SP;58618409000156;10:00;12:00
29/04/2026;WEDNESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;CLIMA RIO;CLIMA RIO - PRAIA GRANDE/SP;23440322000157;13:00;17:00
29/04/2026;WEDNESDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;CENTRAL AR;CENTRAL AR - SANTOS;30779576000160;09:00;12:00
30/04/2026;THURSDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - ALAMEDA 908 SAO PAULO/SP;92660406002324;09:00;12:00
30/04/2026;THURSDAY;PAULO SERGIO MARQUES DA SILVA;SPC2;SUDESTE;CONSULTOR - SP;FRIGELAR;FRIGELAR - SAO BERNARDO DO CAMPO/SP;92660406006079;13:30;17:00
13/04/2026;MONDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - FEIRA DE SANTANA/BA;08824171004991;09:00;12:00
13/04/2026;MONDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - SALVADOR/BA;92660406003568;14:30;18:00
14/04/2026;TUESDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FERREIRA COSTA;FERREIRA COSTA - SALVADOR/BA;10230480003156;09:00;11:30
14/04/2026;TUESDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - SALVADOR/BA;08824171002603;13:00;18:00
15/04/2026;WEDNESDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - FEIRA DE SANTANA/BA;92660406008012;09:00;12:00
15/04/2026;WEDNESDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - SALVADOR/BA;92660406003568;14:30;18:00
16/04/2026;THURSDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - SALVADOR/BA;08824171002603;13:00;18:00
16/04/2026;THURSDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FERREIRA COSTA;FERREIRA COSTA - VIANA SALVADOR/BA     ;10230480000300;09:00;11:30
17/04/2026;FRIDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - LAURO DE FREITAS/BA;92660406007474;09:00;12:00
17/04/2026;FRIDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - SALVADOR/BA;92660406003568;13:30;18:00
20/04/2026;MONDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FERREIRA COSTA;FERREIRA COSTA - SALVADOR/BA;10230480003156;09:00;11:30
20/04/2026;MONDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - SALVADOR/BA;92660406003568;13:00;18:00
22/04/2026;WEDNESDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - FEIRA DE SANTANA/BA;08824171004991;09:00;12:00
22/04/2026;WEDNESDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - SALVADOR/BA;92660406003568;14:30;18:00
23/04/2026;THURSDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - SALVADOR/BA;08824171002603;09:00;12:00
23/04/2026;THURSDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - SALVADOR/BA;92660406003568;13:30;18:00
24/04/2026;FRIDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - FEIRA DE SANTANA/BA;92660406008012;09:00;12:00
24/04/2026;FRIDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - SALVADOR/BA;08824171002603;14:30;18:00
27/04/2026;MONDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - FEIRA DE SANTANA/BA;08824171004991;09:00;12:00
27/04/2026;MONDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - SALVADOR/BA;92660406003568;14:30;18:00
28/04/2026;TUESDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO -SÃO LUIS/MA;08824171005106;14:30;18:00
29/04/2026;WEDNESDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO -SÃO LUIS/MA;08824171005106;09:00;12:00
30/04/2026;THURSDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - SALVADOR/BA;08824171002603;13:00;18:00
30/04/2026;THURSDAY;TATIANE SOUZA DOS SANTOS;NE_1;NE;CONSULTOR - NE;FERREIRA COSTA;FERREIRA COSTA - VIANA SALVADOR/BA     ;10230480000300;09:00;11:30
01/04/2026;QUARTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;BHP;BHP - BAURU/SP;LOJA INATIVA;09:00;16:00
01/04/2026;QUARTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;HAVAN;REGIONAL SUL - HAVAN - 0061 - BAURU - JARDIM PANORAMA - SP;79379491006203;16:30;17:00
02/04/2026;QUINTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;CENTRAL AR;FRANQUIA ITURAMA;62489439000187;11:30;13:00
03/04/2026;SEXTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;FRIGELAR;FRIGELAR - SAO JOSE DO RIO PRETO/SP;92660406008446;13:20;16:00
03/04/2026;SEXTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;HAVAN;REGIONAL SUL - HAVAN - 0046 - PLAZA AVENIDA SHOPPING - SAO JOSE DO RIO PRETO - JARDIM REDENTOR - SP;79379491004766;16:20;18:00
06/04/2026;SEGUNDA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;CENTRAL AR;CENTRAL AR - ARACATUBA/SP;08382929001963;09:00;12:00
06/04/2026;SEGUNDA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;CENTRAL AR;CENTRAL AR - FRANQUIA ARACATUBA/SP;34628882000156;13:30;18:00
07/04/2026;TERÇA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;FRIGELAR;FRIGELAR - SAO JOSE DO RIO PRETO/SP;92660406008446;10:00;15:00
07/04/2026;TERÇA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;HAVAN;REGIONAL SUL - HAVAN - 0046 - PLAZA AVENIDA SHOPPING - SAO JOSE DO RIO PRETO - JARDIM REDENTOR - SP;79379491004766;15:40;18:00
08/04/2026;QUARTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;CENTRAL AR;CENTRAL AR - ARACATUBA/SP;08382929001963;11:30;13:00
08/04/2026;QUARTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;CENTRAL AR;CENTRAL AR - FRANQUIA ARACATUBA/SP;34628882000156;13:20;18:00
09/04/2026;QUINTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;CLIMA RIO;CLIMA RIO - RIBEIRAO PRETO/SP;08824171003162;11:00;13:00
09/04/2026;QUINTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;FRIGELAR;FRIGELAR - RIBEIRAO PRETO/SP;92660406000704;13:30;18:00
10/04/2026;SEXTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;FRIGELAR;FRIGELAR - SAO JOSE DO RIO PRETO/SP;92660406008446;10:00;15:00
10/04/2026;SEXTA-FEIRA;ALEXANDRE RIBEIRO LIMA;SPI_2;SUDESTE;CONSULTOR - SJRP;HAVAN;REGIONAL SUL - HAVAN - 0046 - PLAZA AVENIDA SHOPPING - SAO JOSE DO RIO PRETO - JARDIM REDENTOR - SP;79379491004766;15:40;18:00
